months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,auto_make,fraud_reported
230,41,1000,1464.03,0,0,0,19,3,2,0,2006,IN,100/300,MALE,JD,transport-moving,sleeping,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,?,?,Audi,0
157,32,2000,617.11,0,0,-54100,14,3,1,2,2013,OH,100/300,MALE,College,other-service,reading,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,?,NO,Mercedes,1
265,41,2000,1724.46,6000000,81800,0,18,3,1,3,2014,IN,250/500,FEMALE,Associate,craft-repair,sleeping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,?,?,Audi,0
47,34,500,1161.31,0,64800,-24300,23,1,1,3,2012,IL,500/1000,FEMALE,PhD,exec-managerial,base-jumping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,YES,?,Chevrolet,0
113,29,2000,1091.73,0,36100,-42300,15,3,0,2,2004,OH,250/500,MALE,PhD,exec-managerial,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,?,YES,Nissan,1
289,46,2000,1209.07,0,0,0,18,1,0,1,1995,IL,250/500,MALE,JD,armed-forces,chess,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,YES,YES,BMW,1
254,41,2000,1241.04,0,0,0,16,1,2,2,2014,IL,250/500,FEMALE,Masters,protective-serv,board-games,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,NO,YES,Audi,0
115,30,500,1757.21,0,46400,0,12,3,1,0,2007,OH,500/1000,MALE,High School,prof-specialty,base-jumping,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,NO,YES,Ford,0
236,38,1000,802.24,0,0,-62500,16,1,0,1,2014,OH,250/500,FEMALE,College,other-service,paintball,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,NO,?,Mercedes,0
7,21,1000,1342.72,0,0,-45300,21,1,1,2,2003,IN,500/1000,MALE,Associate,machine-op-inspct,camping,wife,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,?,?,Honda,0
208,36,2000,1209.41,5000000,0,0,15,3,0,1,1999,OH,100/300,MALE,JD,machine-op-inspct,base-jumping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,YES,?,Nissan,0
126,33,1000,1141.71,2000000,36700,-73400,21,1,1,2,2009,OH,500/1000,FEMALE,JD,priv-house-serv,sleeping,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,YES,?,Suburu,0
48,35,500,1090.03,0,0,-51000,1,1,0,2,2005,IL,100/300,FEMALE,JD,exec-managerial,golf,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,YES,NO,Saab,0
297,48,1000,1464.73,3000000,54900,-36700,17,3,0,0,2013,IN,250/500,MALE,PhD,exec-managerial,golf,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,?,NO,Toyota,0
160,36,1000,1118.58,0,0,-36600,5,3,2,1,2003,OH,100/300,FEMALE,High School,prof-specialty,board-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,NO,NO,Saab,0
406,58,2000,1117.04,0,0,-42700,15,3,1,2,2009,OH,250/500,MALE,MD,exec-managerial,video-games,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,?,?,Volkswagen,0
157,31,500,1257.83,7000000,40700,-41600,2,4,2,2,2011,IN,500/1000,MALE,High School,farming-fishing,reading,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,NO,NO,Accura,1
146,31,2000,1082.72,0,61400,-57500,3,1,2,0,2015,OH,250/500,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,Vehicle Theft,?,Minor Damage,,SC,Northbend,YES,NO,Accura,0
409,57,1000,1191.8,6000000,55600,0,19,1,1,0,2012,IN,100/300,MALE,High School,protective-serv,exercise,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,NO,?,Ford,0
252,46,1000,1242.02,0,0,-28800,17,1,0,2,2003,IN,100/300,MALE,Masters,adm-clerical,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,YES,YES,Jeep,0
6,27,500,1075.71,0,0,-47400,7,1,0,1,2015,OH,250/500,FEMALE,High School,prof-specialty,dancing,unmarried,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,?,YES,Saab,0
103,33,1000,969.88,6000000,0,0,21,1,1,0,2002,IN,100/300,MALE,MD,armed-forces,exercise,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,NO,YES,Chevrolet,0
369,53,2000,1459.93,0,0,0,10,2,1,3,2012,OH,250/500,FEMALE,Masters,priv-house-serv,video-games,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,YES,NO,Jeep,0
261,46,1000,1245.61,0,0,0,11,1,1,0,2008,IL,500/1000,MALE,MD,transport-moving,base-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,YES,?,Ford,0
159,33,2000,1462.76,0,69200,-36900,23,3,2,0,2004,IN,100/300,FEMALE,College,craft-repair,skydiving,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,YES,NO,Mercedes,1
344,51,2000,1398.46,0,0,0,14,1,0,2,2004,IN,100/300,MALE,Associate,sales,skydiving,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,?,NO,Audi,0
437,60,1000,1269.64,0,48800,0,10,1,1,3,2012,OH,500/1000,FEMALE,College,armed-forces,cross-fit,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,NO,NO,Chevrolet,1
65,30,500,1455.65,4000000,0,-66300,6,3,2,3,1999,IN,100/300,FEMALE,College,transport-moving,skydiving,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,?,NO,Honda,0
280,41,2000,1140.31,0,29300,-64700,10,3,0,3,1999,OH,500/1000,MALE,MD,adm-clerical,exercise,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,?,YES,Toyota,0
269,45,500,1330.46,0,54800,-64100,5,3,0,0,2008,IN,500/1000,FEMALE,High School,machine-op-inspct,sleeping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,?,NO,Suburu,0
275,40,2000,1190.6,0,0,-45300,17,1,1,3,2001,OH,250/500,MALE,Masters,exec-managerial,camping,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,?,YES,Chevrolet,0
265,45,500,972.5,0,0,0,3,1,2,3,1995,OH,250/500,FEMALE,College,exec-managerial,cross-fit,unmarried,Vehicle Theft,?,Trivial Damage,,NC,Springfield,NO,NO,Ford,0
283,43,2000,1161.91,0,0,-50400,9,1,0,3,2006,IN,100/300,FEMALE,Associate,adm-clerical,polo,not-in-family,Parked Car,?,Minor Damage,,WV,Northbrook,?,NO,BMW,0
84,29,1000,1117.17,0,0,-29900,6,1,2,0,2005,OH,250/500,FEMALE,High School,machine-op-inspct,video-games,not-in-family,Parked Car,?,Trivial Damage,Police,SC,Arlington,YES,YES,BMW,0
247,44,2000,1101.51,0,64000,0,22,3,2,2,2008,OH,250/500,FEMALE,College,farming-fishing,camping,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,NO,NO,Chevrolet,0
56,29,1000,1523.17,0,0,0,10,3,1,2,1995,IL,100/300,MALE,Masters,prof-specialty,movies,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,?,YES,Jeep,0
210,39,1000,984.45,0,0,0,4,1,1,2,1997,OH,500/1000,MALE,Associate,armed-forces,paintball,unmarried,Vehicle Theft,?,Minor Damage,,NC,Riverwood,YES,?,Dodge,0
108,32,2000,1257.0,4000000,63900,-43700,23,1,1,3,1999,OH,500/1000,FEMALE,High School,machine-op-inspct,basketball,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,NO,NO,Suburu,0
328,49,500,1434.51,0,0,0,19,1,0,2,2005,OH,500/1000,FEMALE,Masters,transport-moving,bungie-jumping,wife,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,?,YES,Mercedes,0
186,37,2000,1628.0,0,0,0,22,1,1,2,2009,OH,250/500,FEMALE,JD,priv-house-serv,exercise,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,YES,YES,Jeep,0
277,44,500,1412.31,0,0,0,6,1,1,3,2005,IN,500/1000,MALE,High School,priv-house-serv,board-games,unmarried,Vehicle Theft,?,Trivial Damage,Police,NC,Riverwood,NO,NO,Jeep,0
138,33,500,1362.87,5000000,56900,-56900,6,1,2,0,2007,IL,250/500,FEMALE,JD,exec-managerial,paintball,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,NO,?,BMW,0
208,41,1000,1134.68,0,0,0,18,1,2,2,1996,IN,100/300,FEMALE,College,tech-support,chess,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,NO,?,Volkswagen,0
147,37,1000,1306.78,0,0,0,22,1,1,0,1995,IN,250/500,MALE,MD,prof-specialty,video-games,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,?,NO,Toyota,0
8,21,500,1021.9,0,0,0,21,1,0,0,2012,IN,500/1000,MALE,High School,handlers-cleaners,hiking,husband,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,?,?,Toyota,0
297,48,1000,1538.6,0,0,-54700,12,1,0,0,2004,IN,100/300,FEMALE,MD,other-service,kayaking,wife,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,?,?,Ford,0
150,31,1000,1354.5,0,52800,0,6,3,0,3,2000,IN,500/1000,MALE,Masters,machine-op-inspct,base-jumping,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,?,YES,Suburu,1
4,34,500,1282.93,0,0,0,0,4,0,0,1996,OH,500/1000,FEMALE,College,exec-managerial,basketball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,?,?,Chevrolet,1
210,35,1000,1346.27,0,44900,-91400,11,1,0,2,2013,IL,500/1000,MALE,Masters,farming-fishing,cross-fit,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,NO,?,BMW,0
91,31,1000,1338.4,4000000,63600,0,19,1,1,0,2011,IN,100/300,FEMALE,High School,priv-house-serv,polo,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,?,NO,Nissan,0
167,36,1000,949.44,0,0,-38400,22,3,0,0,2008,IL,100/300,FEMALE,Masters,exec-managerial,camping,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,?,NO,Mercedes,1
467,58,2000,977.4,0,82200,0,2,1,2,3,2014,IN,500/1000,MALE,Masters,transport-moving,bungie-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,YES,NO,Nissan,0
264,47,2000,1181.46,10000000,0,-67400,16,4,1,2,2001,IN,250/500,FEMALE,JD,transport-moving,sleeping,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,YES,YES,Dodge,0
270,45,500,1187.53,0,83200,-53300,23,3,0,0,2005,OH,500/1000,FEMALE,PhD,priv-house-serv,yachting,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,?,YES,Saab,0
310,48,1000,845.16,0,0,0,21,1,1,0,2005,OH,100/300,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,YES,NO,Audi,1
143,34,500,1442.27,0,67900,0,10,1,2,3,1999,IL,100/300,MALE,College,priv-house-serv,exercise,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,?,YES,Dodge,0
146,32,2000,1276.43,0,0,0,12,1,0,3,1995,OH,100/300,MALE,Associate,priv-house-serv,skydiving,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,?,?,Honda,0
102,28,500,1075.41,0,55200,0,6,1,1,0,1996,OH,250/500,MALE,MD,machine-op-inspct,reading,wife,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,NO,NO,Dodge,0
61,23,500,1111.72,0,54600,0,6,1,1,2,1997,IL,100/300,MALE,JD,exec-managerial,bungie-jumping,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,?,?,Suburu,0
255,44,2000,814.96,6000000,68500,0,7,1,2,2,2005,OH,500/1000,FEMALE,PhD,priv-house-serv,chess,not-in-family,Parked Car,?,Trivial Damage,Police,NC,Hillsdale,?,NO,Mercedes,1
211,40,1000,1575.86,0,0,0,3,1,1,1,2004,IL,500/1000,FEMALE,PhD,other-service,sleeping,own-child,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,NO,NO,Audi,0
61,29,1000,1115.27,0,0,-66000,10,1,2,1,2010,IN,250/500,MALE,JD,handlers-cleaners,polo,unmarried,Parked Car,?,Trivial Damage,,VA,Hillsdale,YES,YES,Nissan,0
108,31,2000,1175.7,0,0,0,14,1,0,2,2006,IN,500/1000,MALE,Masters,protective-serv,yachting,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,NO,NO,Dodge,0
303,50,500,793.15,0,54600,-45500,17,3,0,3,2008,OH,100/300,MALE,MD,tech-support,board-games,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,NO,NO,Dodge,0
152,33,500,942.51,0,0,0,16,1,0,0,2001,IN,250/500,FEMALE,PhD,transport-moving,exercise,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,YES,?,Suburu,1
120,34,1000,1056.71,0,77900,0,3,1,2,1,2002,IN,500/1000,FEMALE,JD,protective-serv,paintball,not-in-family,Parked Car,?,Minor Damage,,VA,Columbus,NO,?,Jeep,0
144,36,2000,1255.68,6000000,23600,-15600,7,1,0,0,2014,IN,500/1000,FEMALE,Associate,sales,reading,other-relative,Parked Car,?,Minor Damage,,NC,Arlington,NO,?,Dodge,0
414,52,500,1335.13,0,44000,-71000,13,1,1,1,1999,IN,500/1000,FEMALE,High School,farming-fishing,chess,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,YES,?,Chevrolet,1
163,37,500,1178.95,6000000,0,-67300,20,1,2,3,2005,IN,250/500,FEMALE,JD,priv-house-serv,dancing,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,YES,YES,Jeep,0
352,53,500,1793.16,0,0,0,23,1,2,2,2009,IL,250/500,MALE,Associate,tech-support,exercise,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,YES,NO,Chevrolet,0
27,32,500,1008.38,0,37900,0,11,1,1,0,2013,OH,100/300,FEMALE,PhD,adm-clerical,yachting,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,NO,?,Dodge,0
239,39,500,1396.83,0,0,0,0,4,0,3,2007,IL,100/300,FEMALE,Masters,other-service,reading,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,?,NO,BMW,0
33,32,500,1402.78,5000000,70300,-50300,2,1,0,1,2012,OH,100/300,FEMALE,PhD,other-service,base-jumping,husband,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,YES,?,Toyota,0
88,30,1000,1437.88,0,42800,-51200,3,1,2,0,2003,IN,100/300,FEMALE,College,transport-moving,reading,husband,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,NO,YES,Chevrolet,0
101,33,1000,1313.64,0,12100,0,3,1,1,0,1997,IL,500/1000,FEMALE,College,priv-house-serv,board-games,unmarried,Parked Car,?,Trivial Damage,,NY,Hillsdale,YES,NO,Audi,0
20,37,500,1482.14,0,33000,-43600,15,3,2,1,2003,IL,250/500,FEMALE,Associate,transport-moving,reading,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,?,NO,Suburu,0
126,30,2000,1171.75,0,46500,-42700,23,1,2,3,2011,IL,250/500,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,?,NO,Chevrolet,0
264,43,2000,1353.33,0,0,-8500,9,3,2,0,2007,IL,500/1000,MALE,Associate,adm-clerical,video-games,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,YES,NO,Ford,0
78,24,500,1175.51,0,0,0,20,1,0,1,2003,IN,100/300,MALE,Masters,craft-repair,yachting,husband,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,?,YES,Dodge,0
123,28,2000,1836.02,0,38000,-41200,5,1,2,1,2011,IL,100/300,MALE,Masters,transport-moving,movies,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,?,YES,Volkswagen,1
347,51,500,1480.79,9000000,0,-12100,15,1,0,2,1997,OH,500/1000,FEMALE,MD,priv-house-serv,board-games,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,YES,?,Jeep,0
163,38,2000,1453.92,0,51700,0,13,1,2,3,1995,IN,500/1000,FEMALE,PhD,other-service,yachting,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,YES,?,Accura,0
271,44,500,1340.71,0,0,0,16,1,2,2,1997,OH,250/500,FEMALE,High School,tech-support,base-jumping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,NO,NO,Volkswagen,1
410,54,2000,714.03,0,0,-17000,0,1,0,2,2001,IL,100/300,MALE,MD,protective-serv,board-games,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,YES,NO,Honda,0
448,57,2000,1376.16,0,38600,-50300,10,3,2,1,2013,IL,100/300,FEMALE,PhD,tech-support,hiking,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,NO,?,Suburu,1
218,41,500,914.22,0,37900,-72900,14,3,2,0,2013,IL,100/300,MALE,JD,prof-specialty,golf,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,NO,NO,Saab,0
43,38,1000,1601.47,0,64400,0,1,3,2,2,2006,OH,500/1000,MALE,PhD,handlers-cleaners,skydiving,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,YES,?,Nissan,0
33,33,1000,1096.79,6000000,45500,-60600,16,1,2,1,1998,IL,500/1000,FEMALE,Associate,handlers-cleaners,dancing,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,?,?,BMW,0
126,34,2000,1078.22,0,54500,0,2,3,0,1,2007,IN,100/300,FEMALE,Masters,transport-moving,camping,wife,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,NO,YES,Chevrolet,0
411,56,1000,1595.28,0,0,0,23,3,0,0,2007,IL,250/500,FEMALE,College,protective-serv,exercise,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,?,?,Volkswagen,0
225,37,1000,1217.84,5000000,49600,0,19,3,2,2,2015,OH,100/300,FEMALE,High School,farming-fishing,yachting,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,?,NO,Volkswagen,0
35,35,2000,1117.42,0,0,-51900,23,3,2,2,1996,IL,100/300,FEMALE,PhD,protective-serv,kayaking,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,NO,NO,Volkswagen,0
460,57,2000,1567.37,0,62500,0,10,1,2,3,2014,OH,100/300,FEMALE,JD,craft-repair,skydiving,husband,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,?,NO,Nissan,1
195,38,2000,1294.93,6000000,38000,-50300,12,3,1,2,2003,IL,500/1000,MALE,MD,tech-support,video-games,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,YES,NO,Dodge,0
360,51,1000,1152.12,0,0,-62400,15,3,2,0,2000,IL,250/500,MALE,PhD,armed-forces,hiking,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,NO,YES,BMW,0
300,49,1000,1441.21,0,0,0,3,1,1,0,2001,IL,100/300,FEMALE,PhD,farming-fishing,kayaking,wife,Vehicle Theft,?,Trivial Damage,,SC,Columbus,NO,NO,Nissan,0
245,42,1000,1575.74,7000000,0,-68900,19,1,2,2,2011,IL,500/1000,MALE,JD,exec-managerial,chess,other-relative,Parked Car,?,Minor Damage,Police,PA,Springfield,?,?,Toyota,1
146,36,2000,1233.96,0,34500,-60600,16,3,1,1,2015,OH,500/1000,FEMALE,Masters,other-service,golf,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,NO,NO,Nissan,0
67,29,1000,1861.43,0,60400,-67800,16,1,0,3,1998,IL,250/500,MALE,High School,adm-clerical,polo,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,NO,YES,Saab,1
380,56,1000,1570.86,0,66000,0,10,1,0,1,1996,OH,100/300,MALE,MD,farming-fishing,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,?,YES,Saab,1
389,53,2000,791.47,0,0,0,6,1,1,2,2001,IL,500/1000,MALE,Masters,armed-forces,chess,unmarried,Vehicle Theft,?,Minor Damage,Police,NC,Riverwood,NO,NO,Mercedes,1
317,46,1000,1012.78,0,43700,0,18,1,2,1,1999,IN,250/500,MALE,MD,sales,yachting,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,NO,NO,Mercedes,1
264,44,500,1047.06,6000000,0,0,20,3,0,2,1999,IL,100/300,MALE,College,exec-managerial,sleeping,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,NO,NO,Ford,0
20,21,1000,1390.29,0,0,-41200,14,1,0,0,2006,OH,250/500,FEMALE,Masters,priv-house-serv,polo,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,NO,?,Accura,0
116,30,500,951.46,0,0,-35500,8,3,0,3,2004,IN,500/1000,MALE,JD,handlers-cleaners,golf,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,NO,?,Volkswagen,1
222,40,1000,1226.78,0,49600,-49200,17,2,2,0,2013,IL,100/300,MALE,JD,armed-forces,camping,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,YES,?,BMW,0
439,56,500,1280.9,0,48900,-40900,9,1,2,0,2009,OH,100/300,MALE,High School,armed-forces,video-games,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,NO,?,Jeep,0
66,28,2000,1472.77,0,0,-31700,0,1,2,1,1995,IN,100/300,MALE,Associate,adm-clerical,exercise,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,?,?,Nissan,0
128,29,1000,1878.44,0,0,-76000,2,1,0,0,2003,OH,500/1000,MALE,High School,other-service,golf,husband,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,NO,?,Chevrolet,0
69,24,500,1418.5,0,0,0,23,3,0,0,2012,IN,500/1000,FEMALE,High School,armed-forces,yachting,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,?,NO,Dodge,0
294,46,500,1532.8,0,0,0,8,1,0,3,2013,IL,100/300,MALE,College,prof-specialty,exercise,own-child,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,NO,YES,Mercedes,0
19,29,500,1304.35,0,0,0,6,3,0,2,2005,OH,250/500,MALE,JD,transport-moving,cross-fit,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,NO,?,Dodge,1
191,33,2000,1551.61,0,45000,-30400,3,1,1,1,2005,OH,500/1000,MALE,High School,armed-forces,movies,unmarried,Vehicle Theft,?,Minor Damage,,WV,Arlington,YES,NO,Toyota,0
4,39,1000,1326.98,6000000,64200,0,14,3,1,3,2007,IL,100/300,FEMALE,High School,machine-op-inspct,reading,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,YES,?,Jeep,0
